yaw,r,theta,Fn_BEM,Ft_BEM,Fn_SVEN,Ft_SVEN,Fn_Castor,Ft_Castor
5.0,0.923572013902,30.0,161.43696056589334,-12.469169716138273,170.72100723541925,-14.097058359170507,165.657287,-12.8350528
5.0,0.923572013902,40.0,161.69910404971583,-12.385738203018814,170.978630323148,-13.975679774298088,166.016438,-12.7536624
5.0,0.923572013902,50.0,161.96598401949154,-12.269106384220176,171.25525875378025,-13.835354694981072,166.404681,-12.6554509
5.0,0.923572013902,60.0,162.22840761151102,-12.123056723575104,171.53150752552645,-13.679169210580577,166.807449,-12.5430188
5.0,0.923572013902,70.0,162.47711475344735,-11.95226528764584,171.76176489982868,-13.509848912827708,167.210633,-12.4195173
5.0,0.923572013902,80.0,162.70321262807633,-11.762131858895522,171.96562804895794,-13.333442376037686,167.598528,-12.2879953
5.0,0.923572013902,90.0,162.91597833710583,-11.563037231747588,172.54970909843112,-13.254326847550365,167.958537,-12.1521887
5.0,0.923572013902,100.0,163.06116209856384,-11.351138827066135,172.68469584288292,-13.076613103391212,168.279322,-12.0161286
5.0,0.923572013902,110.0,163.1465192748222,-11.135061848816633,172.7827589473129,-12.908234555732616,168.550784,-11.8837616
5.0,0.923572013902,120.0,163.18558857775994,-10.924631483451556,172.84453224417123,-12.754880286821082,168.769242,-11.7600671
5.0,0.923572013902,130.0,163.17747399347712,-10.726089491880092,172.87301959527096,-12.621942413174482,168.927436,-11.6486611
5.0,0.923572013902,140.0,163.1231355872338,-10.545256942781492,172.87121351195518,-12.513869554784742,169.025369,-11.5538998
5.0,0.923572013902,150.0,163.02527628635397,-10.387381779465871,172.84353795702282,-12.434519538109871,169.060539,-11.4785797
5.0,0.923572013902,160.0,162.88813505433404,-10.257008082412348,172.79661310886794,-12.38721135435675,169.034474,-11.425324
5.0,0.923572013902,170.0,162.71720721762213,-10.157867805314496,172.73207437184087,-12.37309167027914,168.95204,-11.3965027
5.0,0.923572013902,180.0,162.5189181705975,-10.09279486302563,172.65273703790265,-12.39268080197185,168.815479,-11.3928273
5.0,0.923572013902,190.0,162.30027934595952,-10.063660919261258,172.55991586917528,-12.445124616748627,168.631464,-11.4149098
5.0,0.923572013902,200.0,162.0685548779554,-10.071332085182654,172.45186693883417,-12.527976730792794,168.404447,-11.4618858
5.0,0.923572013902,210.0,161.83096393977218,-10.115645991218306,172.32960723696388,-12.63852402308582,168.137756,-11.5316235
5.0,0.923572013902,220.0,161.59443760197,-10.195409229962047,172.19248782904356,-12.772827596080887,167.840224,-11.622336
5.0,0.923572013902,230.0,161.36544109257565,-10.308415875470226,172.03978783782546,-12.926135197278526,167.514772,-11.7300127
5.0,0.923572013902,240.0,161.14986341054222,-10.45148845965454,171.87159554289858,-13.093043289190865,167.171046,-11.8514784
5.0,0.923572013902,250.0,160.95296755162758,-10.620543244628218,171.69142615269823,-13.268399919257282,166.814966,-11.9821245
5.0,0.923572013902,260.0,160.77938723832466,-10.810681675969636,171.49774746648328,-13.445364321168766,166.456896,-12.1181529
5.0,0.923572013902,270.0,160.63315099545957,-11.016309400848245,171.28849556156388,-13.616986516227309,166.103995,-12.2547523
5.0,0.923572013902,280.0,160.52826487106938,-11.233936118359862,171.04488934375408,-13.778191579710724,165.76632,-12.3877811
5.0,0.923572013902,290.0,160.44149355663865,-11.452099258499999,170.7980931214428,-13.924968920627023,165.452159,-12.5126828
5.0,0.923572013902,300.0,160.36625392215686,-11.661283526851422,170.5726559728014,-14.054062250113944,165.175685,-12.6267591
5.0,0.923572013902,310.0,160.32987934861202,-11.860005697046942,170.3807384922039,-14.162606321525535,164.944984,-12.7262225
5.0,0.923572013902,320.0,160.33424351332891,-12.042009507072605,170.22919241323186,-14.247091649063837,164.771966,-12.8088963
5.0,0.923572013902,330.0,160.38032010971,-12.201516004355792,170.1266664012819,-14.305692356165872,164.663405,-12.8722296
5.0,0.923572013902,340.0,160.46801769612756,-12.333430104356836,170.0823914706276,-14.337980939466965,164.627826,-12.9152319
5.0,0.923572013902,350.0,160.59602344252917,-12.433525925507311,170.0984378795827,-14.34296503969098,164.668485,-12.9368449
5.0,1.009441716388,0.0,177.2214373600379,-12.936247860987333,188.98687674889243,-15.208001141645264,182.842196,-13.6987898
5.0,1.009441716388,10.0,177.36744055410702,-12.949624645446635,189.0609469131105,-15.14488335887276,182.998617,-13.6688175
5.0,1.009441716388,20.0,177.5457215787431,-12.926364710622538,189.1777540892014,-15.056700886917072,183.226006,-13.6190302
5.0,1.009441716388,30.0,177.75074618959715,-12.867249473386716,189.3279224296689,-14.94511715578455,183.515129,-13.550517
5.0,1.009441716388,40.0,177.9780315694707,-12.774790886008535,189.5113459120132,-14.81364548254401,183.853866,-13.4646728
5.0,1.009441716388,50.0,178.23367575723208,-12.655501153232592,189.71608916953787,-14.66504730885949,184.230445,-13.3639042
5.0,1.009441716388,60.0,178.45712950848466,-12.501933818598657,189.93354500730365,-14.503611371224371,184.62931,-13.2503654
5.0,1.009441716388,70.0,178.66998405555273,-12.32506552506064,190.14445975686235,-14.331371117316218,185.036987,-13.1272801
5.0,1.009441716388,80.0,178.8671066284876,-12.130961027084279,190.3474047282413,-14.15517536408238,185.440083,-12.9982361
5.0,1.009441716388,90.0,179.04145863777308,-11.92563691135632,190.9798401308561,-14.08633291480095,185.821667,-12.8661134
5.0,1.009441716388,100.0,179.18699878311713,-11.715391812176604,191.14094190392905,-13.915149394334575,186.170664,-12.7352378
5.0,1.009441716388,110.0,179.29895586279443,-11.506607920364532,191.27688517124872,-13.755882104431224,186.4765,-12.609685
5.0,1.009441716388,120.0,179.37401617095088,-11.305557572134683,191.3832309276292,-13.613140283313944,186.731941,-12.493752
5.0,1.009441716388,130.0,179.41041459270812,-11.118220793308115,191.4583506732852,-13.4916964825958,186.930663,-12.3911725
5.0,1.009441716388,140.0,179.39916733452034,-10.951534131919248,191.50670884745,-13.395927675108156,187.071063,-12.3058473
5.0,1.009441716388,150.0,179.33733199332073,-10.8092300930159,191.5376527961713,-13.330404397649398,187.149462,-12.2402445
5.0,1.009441716388,160.0,179.2440517274823,-10.6947389910786,191.5518701658807,-13.297117980622454,187.166429,-12.1967547
5.0,1.009441716388,170.0,179.12337680825306,-10.611345917614628,191.55151049449583,-13.297434884571487,187.124307,-12.1771298
5.0,1.009441716388,180.0,178.98002098991515,-10.561440595543713,191.536202227146,-13.331208749198394,187.025422,-12.1821171
5.0,1.009441716388,190.0,178.8190917338913,-10.546462525103847,191.5063001625533,-13.39746108767296,186.874355,-12.2119371
5.0,1.009441716388,200.0,178.6458433784312,-10.566867097122563,191.45871956406532,-13.493481756569038,186.673264,-12.2652144
5.0,1.009441716388,210.0,178.46547205603335,-10.622112361132514,191.38563317500527,-13.614991043631695,186.428049,-12.3404871
5.0,1.009441716388,220.0,178.28296445476852,-10.710666606792527,191.28300986307667,-13.757759848610885,186.142184,-12.4348078
5.0,1.009441716388,230.0,178.11335323358588,-10.832296499196644,191.1524411816291,-13.916921764550596,185.822185,-12.545028
5.0,1.009441716388,240.0,177.95239537263603,-10.983964386356492,190.99739756787304,-14.087742427720928,185.473945,-12.6671279
5.0,1.009441716388,250.0,177.7670189716608,-11.157109530960565,190.81759699264543,-14.264082180224747,185.106616,-12.7972053
5.0,1.009441716388,260.0,177.59332798396167,-11.348515898172758,190.6154120392,-14.43998278233554,184.728512,-12.9306421
5.0,1.009441716388,270.0,177.43553449392903,-11.55249235613187,190.39398825597115,-14.609298248760396,184.35113,-13.0633643
5.0,1.009441716388,280.0,177.29768236023435,-11.762902825581786,190.1568197596072,-14.765848936942096,183.984055,-13.1907892
5.0,1.009441716388,290.0,177.1836154457608,-11.973345162157901,189.91626020033004,-14.905985089466672,183.638427,-13.3090098
5.0,1.009441716388,300.0,177.0969020888781,-12.177346976386692,189.6818986924412,-15.025646487600838,183.327756,-13.4151482
5.0,1.009441716388,310.0,177.04071322649943,-12.368572229079863,189.4673961378105,-15.122802800503312,183.062024,-13.505988
5.0,1.009441716388,320.0,177.0176597890266,-12.541030989410748,189.2718933533794,-15.193778138166266,182.85165,-13.5791554
5.0,1.009441716388,330.0,177.0106074730965,-12.685999849326242,189.11612378324403,-15.2383618863869,182.707051,-13.6331922
5.0,1.009441716388,340.0,177.0411800203406,-12.802321467745168,189.01196444039843,-15.255420129974391,182.634077,-13.6665927
5.0,1.009441716388,350.0,177.1118193072619,-12.886627487881382,188.9680526794692,-15.245097807780942,182.638689,-13.6791853
5.0,1.096990000589,0.0,197.6741669071096,-13.727450603670206,211.49458914688825,-16.320961025901443,205.32105,-14.8850259
5.0,1.096990000589,10.0,197.7602397101595,-13.725774122530588,211.47705566892125,-16.241631791670823,205.435426,-14.8461921
5.0,1.096990000589,20.0,197.86916205872276,-13.68711608916847,211.51086886911,-16.13946997861085,205.62406,-14.7887193
5.0,1.096990000589,30.0,197.99721937261728,-13.612728747240777,211.5878882225833,-16.016211789051255,205.880901,-14.7144255
5.0,1.096990000589,40.0,198.1397034263775,-13.504998430932332,211.7014559913401,-15.8750979476322,206.19463,-14.6248962
5.0,1.096990000589,50.0,198.29115346055957,-13.367358090909267,211.8412139000799,-15.719025830318731,206.55226,-14.5222657
5.0,1.096990000589,60.0,198.4524197473335,-13.205698980261436,212.00340086123435,-15.553110365849388,206.941843,-14.4095922
5.0,1.096990000589,70.0,198.59946935834978,-13.024664551547016,212.17470534853325,-15.380705375355255,207.346307,-14.2893316
5.0,1.096990000589,80.0,198.72451102969288,-12.828211657837999,212.3512010331739,-15.207540025288091,207.752154,-14.1650702
5.0,1.096990000589,90.0,198.8346915608265,-12.62327526851078,213.0236726187036,-15.150564879115656,208.145714,-14.0403932
5.0,1.096990000589,100.0,198.92615011364654,-12.41613193209025,213.18565720886969,-14.988202132519737,208.512994,-13.9186792
5.0,1.096990000589,110.0,198.9960392438096,-12.213058825359974,213.3362883580871,-14.840109578445905,208.844672,-13.8040017
5.0,1.096990000589,120.0,199.04262000865663,-12.020144715936928,213.4719448022643,-14.710704461255569,209.131973,-13.699979
5.0,1.096990000589,130.0,199.0652690304822,-11.84311438291712,213.59574471374808,-14.60512542927348,209.368454,-13.6100185
5.0,1.096990000589,140.0,199.06440266107595,-11.68717080092856,213.7050183166465,-14.526356735389593,209.549622,-13.537213
5.0,1.096990000589,150.0,199.0413318007645,-11.556858037588684,213.80485101343547,-14.478299254466036,209.671555,-13.4837383
5.0,1.096990000589,160.0,198.99806758878222,-11.455946561951821,213.8936598711933,-14.46241191724326,209.735313,-13.45201
5.0,1.096990000589,170.0,198.93710238303714,-11.387341641616038,213.9731374548644,-14.479985552490058,209.740848,-13.4432521
5.0,1.096990000589,180.0,198.86119169603123,-11.353014799438274,214.0386834936074,-14.530032521093911,209.689994,-13.4580605
5.0,1.096990000589,190.0,198.77316094326187,-11.353957945841463,214.0881929606656,-14.611137358333105,209.58208,-13.4955929
5.0,1.096990000589,200.0,198.67575623485462,-11.390159779567103,214.11707733495987,-14.720445509339568,209.421631,-13.5551329
5.0,1.096990000589,210.0,198.57155158580198,-11.460604284572272,214.1172350790847,-14.85341002519948,209.210925,-13.6345165
5.0,1.096990000589,220.0,198.46291669282184,-11.563291524867068,214.0873173297132,-15.00613287001844,208.953978,-13.7311578
5.0,1.096990000589,230.0,198.35204085795482,-11.695281306264613,214.0181479009935,-15.172102794359477,208.653564,-13.8413166
5.0,1.096990000589,240.0,198.24100081299508,-11.85276048348718,213.91248404768444,-15.346673244171958,208.317968,-13.9617309
5.0,1.096990000589,250.0,198.1318541151622,-12.031134612388097,213.76717198893297,-15.523249814347883,207.953272,-14.0879939
5.0,1.096990000589,260.0,198.02673623024626,-12.225144192387082,213.58558574015052,-15.69633480788286,207.569834,-14.2162027
5.0,1.096990000589,270.0,197.92793887929267,-12.429004888603695,213.37025747528128,-15.85983806463994,207.175665,-14.3416281
5.0,1.096990000589,280.0,197.8379497623819,-12.63656990242399,213.12754576225984,-16.008544783096404,206.784433,-14.460675
5.0,1.096990000589,290.0,197.75943911164697,-12.841511186185613,212.86543646513144,-16.137893890589538,206.40855,-14.5696695
5.0,1.096990000589,300.0,197.69518594653997,-13.037514621183524,212.59201053509904,-16.243648403630292,206.061341,-14.6655183
5.0,1.096990000589,310.0,197.63416225707456,-13.219059007986544,212.3286143166937,-16.325187621563693,205.754736,-14.7453926
5.0,1.096990000589,320.0,197.5913519509771,-13.380447952445461,212.08049875226675,-16.378947385407685,205.499703,-14.8070218
5.0,1.096990000589,330.0,197.5725216605009,-13.515776123775442,211.8653057732447,-16.405474884468106,205.309291,-14.8495789
5.0,1.096990000589,340.0,197.57957935904906,-13.620762164072321,211.6904919424393,-16.40398858088096,205.190245,-14.8718741
5.0,1.096990000589,350.0,197.6135027818178,-13.692074781770625,211.56563377255029,-16.37550363072474,205.147359,-14.8733642
5.0,1.185550571198,0.0,219.26326912134792,-14.845580920600181,236.15416315958024,-17.96824628692919,228.845938,-16.3396319
5.0,1.185550571198,10.0,219.25654308933633,-14.823682215482208,236.0292989602348,-17.867420501497723,228.904924,-16.2901349
5.0,1.185550571198,20.0,219.2646021473975,-14.764814953567864,235.9609220601108,-17.745738867785814,229.04622,-16.2244107
5.0,1.185550571198,30.0,219.28638627105803,-14.670846890940437,235.9459967986852,-17.605997865854132,229.262039,-16.1438114
5.0,1.185550571198,40.0,219.32001976984668,-14.544753650768861,235.9827558048427,-17.452316822371866,229.543415,-16.0504548
5.0,1.185550571198,50.0,219.36301290673137,-14.390514345734942,236.06024446913727,-17.287416752745603,229.881191,-15.9471776
5.0,1.185550571198,60.0,219.4125129092346,-14.212973378729153,236.1751763617441,-17.116375296214702,230.257007,-15.8355693
5.0,1.185550571198,70.0,219.465576049857,-14.017674565052314,236.31618624995383,-16.942791839665457,230.660688,-15.7194016
5.0,1.185550571198,80.0,219.51943046748494,-13.81067477167333,236.4782667927653,-16.771995752109774,231.075393,-15.6012695
5.0,1.185550571198,90.0,219.57170090176515,-13.598344870117344,237.20287746328685,-16.727858251890705,231.486741,-15.4845103
5.0,1.185550571198,100.0,219.61404661880744,-13.38623920972722,237.38072618931616,-16.575424896814066,231.88373,-15.3728668
5.0,1.185550571198,110.0,219.6471712668726,-13.18148892240669,237.5636159372467,-16.44016681076849,232.252258,-15.2692631
5.0,1.185550571198,120.0,219.6760162098026,-12.990483688758134,237.7476545317452,-16.326096542151305,232.583413,-15.1771835
5.0,1.185550571198,130.0,219.70091142059624,-12.818898487240194,237.93646866665907,-16.23824461384812,232.872117,-15.100262
5.0,1.185550571198,140.0,219.72256058376647,-12.671788145945005,238.12405584469656,-16.178790140667644,233.109533,-15.0406552
5.0,1.185550571198,150.0,219.7418430871203,-12.553453089682732,238.3144652730526,-16.15130191876837,233.293523,-15.0009684
5.0,1.185550571198,160.0,219.75960084783242,-12.467329525096895,238.50342948970803,-16.156673885875556,233.419672,-14.9825586
5.0,1.185550571198,170.0,219.7764392632721,-12.415904782719243,238.6885372694377,-16.19536361548465,233.489424,-14.9868804
5.0,1.185550571198,180.0,219.79256952814956,-12.40065785256043,238.8636038097018,-16.26618513701119,233.500512,-15.0138447
5.0,1.185550571198,190.0,219.80771428292266,-12.42202485593474,239.02177157505184,-16.366877351997996,233.452079,-15.0625892
5.0,1.185550571198,200.0,219.8210902098378,-12.479389147331533,239.15482674020572,-16.493974691721927,233.343773,-15.1313698
5.0,1.185550571198,210.0,219.8314712995877,-12.571095928214655,239.25153926510643,-16.642514542519347,233.179221,-15.218395
5.0,1.185550571198,220.0,219.83732594269355,-12.69449147131769,239.3083190151204,-16.808270677137816,232.95815,-15.3201431
5.0,1.185550571198,230.0,219.83701143228978,-12.84598721933097,239.3080460027496,-16.983952307847215,232.684888,-15.4332306
5.0,1.185550571198,240.0,219.82900172477537,-13.021148933329084,239.25102271539063,-17.165046589530956,232.363084,-15.5534748
5.0,1.185550571198,250.0,219.812119838215,-13.214810725985657,239.1347067640795,-17.344046772339713,231.998689,-15.6764672
5.0,1.185550571198,260.0,219.78574512684665,-13.421213091246633,238.9621741308475,-17.515406388802546,231.603794,-15.7987717
5.0,1.185550571198,270.0,219.7417955591239,-13.633419364038751,238.73590956870555,-17.673079838241737,231.186892,-15.915919
5.0,1.185550571198,280.0,219.6857459131737,-13.845264208673488,238.46346198827985,-17.812174179512635,230.762618,-16.0246102
5.0,1.185550571198,290.0,219.62317093662097,-14.050722235560656,238.1560724263229,-17.928801369479217,230.342558,-16.1211121
5.0,1.185550571198,300.0,219.55680417275096,-14.243466135853463,237.824022073376,-18.01924655537017,229.94462,-16.2034403
5.0,1.185550571198,310.0,219.48988990540167,-14.417514587642708,237.48785626315205,-18.08280207739797,229.581764,-16.269049
5.0,1.185550571198,320.0,219.42593618651736,-14.567429144794175,237.1545930760367,-18.116448925519105,229.265509,-16.3158417
5.0,1.185550571198,330.0,219.368430964695,-14.688497373386403,236.8444530008705,-18.121297108923123,229.009993,-16.3432495
5.0,1.185550571198,340.0,219.32055116128507,-14.776894569865526,236.5669997269252,-18.0971024187394,228.825199,-16.3507807
5.0,1.185550571198,350.0,219.2848954725594,-14.829817031333643,236.33455364705432,-18.04552164208118,228.7196,-16.3388274
5.0,1.274449428801,0.0,241.6928746871081,-16.23742912995416,261.8577932322262,-19.97375256613661,254.566883,-18.3689413
5.0,1.274449428801,10.0,241.56055621592643,-16.189573005309505,261.60727211539967,-19.84778353734004,254.554497,-18.3049056
5.0,1.274449428801,20.0,241.43846541035134,-16.10446319391765,261.4190665877064,-19.702953745767207,254.631954,-18.2263118
5.0,1.274449428801,30.0,241.32939666103442,-15.984841728297784,261.3010256898894,-19.544174778349817,254.796594,-18.1356102
5.0,1.274449428801,40.0,241.2355603601171,-15.83457403664079,261.2458064684105,-19.37388250006946,255.039276,-18.0347653
5.0,1.274449428801,50.0,241.15879394331265,-15.657518819098005,261.2521803136244,-19.197250090288907,255.34932,-17.9262483
5.0,1.274449428801,60.0,241.10044804058774,-15.46003980672105,261.3108644119257,-19.017943800789045,255.71525,-17.8130415
5.0,1.274449428801,70.0,241.06155131463555,-15.248497393528979,261.41946137149444,-18.84138886003277,256.120626,-17.697459
5.0,1.274449428801,80.0,241.04286372685135,-15.029519458821632,261.5691141160228,-18.671740025314207,256.552542,-17.5829782
5.0,1.274449428801,90.0,241.04489874815502,-14.809878633004272,262.35223976668226,-18.64018658956701,256.99486,-17.4724401
5.0,1.274449428801,100.0,241.06791584190816,-14.596272602810748,262.56496170431893,-18.496923916201624,257.432947,-17.3688696
5.0,1.274449428801,110.0,241.11187552271534,-14.395118679635766,262.8002830861583,-18.37407021664781,257.855193,-17.2757053
5.0,1.274449428801,120.0,241.17636236773666,-14.212368835668713,263.05981954605824,-18.27688215879778,258.253128,-17.196544
5.0,1.274449428801,130.0,241.26048738185787,-14.053349296168735,263.3376903915002,-18.208337552615934,258.613145,-17.1333701
5.0,1.274449428801,140.0,241.36278579839092,-13.922626804758517,263.63342613293776,-18.17179125346982,258.929562,-17.0889981
5.0,1.274449428801,150.0,241.481129048903,-13.823902046530252,263.94028584766966,-18.168558718941046,259.195869,-17.0653415
5.0,1.274449428801,160.0,241.6126698147229,-13.759929540838902,264.25753900499257,-18.2003520816708,259.40741,-17.0636961
5.0,1.274449428801,170.0,241.75383664701084,-13.732462643072568,264.5762051225116,-18.26632012757901,259.561375,-17.0848138
5.0,1.274449428801,180.0,241.90038982505945,-13.742222091591934,264.8857950080982,-18.364510528750483,259.65442,-17.1283776
5.0,1.274449428801,190.0,242.0475434546897,-13.78888671397001,265.1753034638138,-18.491882579998908,259.679832,-17.1923156
5.0,1.274449428801,200.0,242.1901510945202,-13.871105338680929,265.42858791791747,-18.643422072004345,259.638885,-17.2752635
5.0,1.274449428801,210.0,242.32294440157528,-13.98652949988286,265.6374377824223,-18.814869046702608,259.529276,-17.3742202
5.0,1.274449428801,220.0,242.44080740502702,-14.131867031427957,265.7856603011445,-18.99936256411939,259.351059,-17.4855668
5.0,1.274449428801,230.0,242.53906394137272,-14.302956997636798,265.8627788813746,-19.19035570579921,259.105798,-17.6053261
5.0,1.274449428801,240.0,242.6137531865703,-14.494866508270661,265.85956191279735,-19.380694916695603,258.796562,-17.7290725
5.0,1.274449428801,250.0,242.66186845756755,-14.702009754340326,265.77535787125856,-19.56444600278333,258.431651,-17.8528438
5.0,1.274449428801,260.0,242.68153752331062,-14.918289056552538,265.60993050622284,-19.735317848838545,258.01846,-17.972142
5.0,1.274449428801,270.0,242.6721282009918,-15.137256849172074,265.36586715502887,-19.88712166112688,257.568132,-18.082926
5.0,1.274449428801,280.0,242.63427034633276,-15.352296368350997,265.0517361515934,-20.014771618872714,257.097181,-18.1823261
5.0,1.274449428801,290.0,242.5697935907258,-15.556817442441243,264.6775548038677,-20.114683518206945,256.61804,-18.2667586
5.0,1.274449428801,300.0,242.48158835056887,-15.744462286849243,264.2634180200902,-20.185457499223915,256.14954,-18.3344229
5.0,1.274449428801,310.0,242.37341132241218,-15.909211533085616,263.82454592558605,-20.2252007192516,255.708586,-18.383677
5.0,1.274449428801,320.0,242.2496741548292,-16.045096600773324,263.3790677479306,-20.233470013862807,255.307472,-18.4126596
5.0,1.274449428801,330.0,242.11500700731918,-16.1486911290791,262.94209740046404,-20.210220894313768,254.965655,-18.4219171
5.0,1.274449428801,340.0,241.9742273452094,-16.216587902559034,262.53479406664866,-20.15789463050048,254.695254,-18.4115773
5.0,1.274449428801,350.0,241.83206391892054,-16.246513981430592,262.1695499202595,-20.078171092918595,254.505598,-18.3821475
5.0,1.363009999412,0.0,261.2786558604005,-16.983927244066535,284.5863098513285,-21.303351319294613,275.946559,-19.4061835
5.0,1.363009999412,10.0,261.0112631430585,-16.90836056892804,284.18733291902805,-21.144558817981167,275.843474,-19.3230134
5.0,1.363009999412,20.0,260.75844750652476,-16.796251462446396,283.8606607144312,-20.968865875178626,275.838399,-19.2268251
5.0,1.363009999412,30.0,260.52652148398965,-16.651136677701366,283.6174079575375,-20.782287827186483,275.931241,-19.1206288
5.0,1.363009999412,40.0,260.3211013495582,-16.47761264091304,283.4577918559972,-20.589254513470102,276.116009,-19.0070934
5.0,1.363009999412,50.0,260.14710697360607,-16.28117255236385,283.376107587988,-20.393547112235733,276.380403,-18.8882974
5.0,1.363009999412,60.0,260.0087702569024,-16.06801160231616,283.3710328723019,-20.200371220469496,276.715266,-18.7677698
5.0,1.363009999412,70.0,259.90963324891396,-15.84480993232018,283.4400621728019,-20.015072312604847,277.107309,-18.6484775
5.0,1.363009999412,80.0,259.8525208655122,-15.618503815569369,283.5759031157706,-19.84204427519811,277.539417,-18.5329975
5.0,1.363009999412,90.0,259.8394791787026,-15.39605547549658,284.4083505643687,-19.8192488062415,278.000672,-18.42522
5.0,1.363009999412,100.0,259.8716778205959,-15.184231081523105,284.6594698729004,-19.68331450316339,278.473119,-18.3275344
5.0,1.363009999412,110.0,259.9492831793616,-14.989394936197591,284.9581822740949,-19.57285542850584,278.945884,-18.2434967
5.0,1.363009999412,120.0,260.0713167049166,-14.817325952182054,285.3033239495564,-19.492534025178355,279.405474,-18.1757227
5.0,1.363009999412,130.0,260.2355187316869,-14.673060488747298,285.69237103887446,-19.446061785465208,279.839872,-18.1265259
5.0,1.363009999412,140.0,260.4388744506564,-14.560244756981765,286.11421177261866,-19.43464559501381,280.242766,-18.0986487
5.0,1.363009999412,150.0,260.67586924917134,-14.482422807766257,286.5640021632208,-19.46006620395171,280.603025,-18.0930946
5.0,1.363009999412,160.0,260.93946249650105,-14.442188285033621,287.0351345740278,-19.52293408233941,280.914782,-18.1110017
5.0,1.363009999412,170.0,261.2218308149835,-14.44062435127257,287.5142497237702,-19.62161446076429,281.16884,-18.1518991
5.0,1.363009999412,180.0,261.5140732675712,-14.477703443091817,287.98509739112365,-19.753068341492305,281.36115,-18.215312
5.0,1.363009999412,190.0,261.80652009146127,-14.552295789112204,288.43108898145687,-19.913199051094523,281.483638,-18.2990628
5.0,1.363009999412,200.0,262.08912237460896,-14.662202836598947,288.8308762035353,-20.095982059449096,281.531605,-18.4005356
5.0,1.363009999412,210.0,262.35251579039914,-14.803709592589673,289.17055594317407,-20.29596984657043,281.500976,-18.5163452
5.0,1.363009999412,220.0,262.5874534727992,-14.972520928402206,289.4327339348032,-20.506031130901537,281.388133,-18.642196
5.0,1.363009999412,230.0,262.7849078836628,-15.164161607915698,289.59755717453135,-20.717547058756665,281.193105,-18.7737341
5.0,1.363009999412,240.0,262.93781749980315,-15.37301548887954,289.6567563792005,-20.92343626384755,280.916189,-18.9058324
5.0,1.363009999412,250.0,263.0408823849239,-15.592921855429964,289.60746933866045,-21.11712372003737,280.562835,-19.0339052
5.0,1.363009999412,260.0,263.09080358335035,-15.81734162036466,289.4474457666822,-21.291711234455985,280.145613,-19.1543485
5.0,1.363009999412,270.0,263.08640213739494,-16.03953972929087,289.18056721693534,-21.441282826431006,279.673044,-19.2625632
5.0,1.363009999412,280.0,263.0286122128559,-16.252779929923737,288.8161092825105,-21.561139499393978,279.16084,-19.3553539
5.0,1.363009999412,290.0,262.92035420132515,-16.450527100142494,288.3661813632765,-21.64718127033592,278.625249,-19.4298668
5.0,1.363009999412,300.0,262.7663040596543,-16.62665139889967,287.8530626891766,-21.69835833007046,278.085795,-19.4843492
5.0,1.363009999412,310.0,262.57258341110787,-16.77562767079483,287.2980856520251,-21.71431401983912,277.561519,-19.5175503
5.0,1.363009999412,320.0,262.346400231419,-16.89272286530893,286.7174906122139,-21.694301077259865,277.070959,-19.528945
5.0,1.363009999412,330.0,262.0956718252113,-16.974163812275695,286.13481236837987,-21.6401160120665,276.632982,-19.5189072
5.0,1.363009999412,340.0,261.82866023482626,-17.017277633024086,285.57419865326773,-21.554939262595155,276.262917,-19.4882293
5.0,1.363009999412,350.0,261.5536455855515,-17.020597476104033,285.0527830329784,-21.4415127896482,275.973147,-19.4380981
5.0,1.450558283611,0.0,282.5377855161533,-18.24876148395882,307.3902280552802,-22.86453981096807,299.552395,-21.1151021
5.0,1.450558283611,10.0,282.1178067316895,-18.141461956604626,306.830277864874,-22.66933562453605,299.348453,-21.0092279
5.0,1.450558283611,20.0,281.7184111740265,-17.998341682392194,306.3543089072526,-22.45989324756837,299.253403,-20.8922237
5.0,1.450558283611,30.0,281.34987348542506,-17.82384542854421,305.976434179662,-22.242881602114107,299.268265,-20.7673997
5.0,1.450558283611,40.0,281.02155395538574,-17.62341112086329,305.69935177205616,-22.023243228490745,299.389515,-20.6379677
5.0,1.450558283611,50.0,280.7418332991529,-17.403287753664223,305.5258820697106,-21.806593804588488,299.611395,-20.5075115
5.0,1.450558283611,60.0,280.51804892501855,-17.170324998148395,305.454678357809,-21.598100472323235,299.919208,-20.378361
5.0,1.450558283611,70.0,280.3564120031881,-16.931743752007765,305.4858292613647,-21.40356263570776,300.303259,-20.2543365
5.0,1.450558283611,80.0,280.2618909983808,-16.694897682467534,305.6096337657355,-21.226813943417586,300.747384,-20.1382209
5.0,1.450558283611,90.0,280.2380561390666,-16.467035807645132,306.49160602707025,-21.21324486974414,301.238931,-20.0335993
5.0,1.450558283611,100.0,280.286889465577,-16.255075377052847,306.792198942627,-21.086576946734883,301.758705,-19.9426901
5.0,1.450558283611,110.0,280.4085753119297,-16.065392907269683,307.167499425326,-20.991065588315127,302.296862,-19.8693011
5.0,1.450558283611,120.0,280.6012949444675,-15.903639441692146,307.615001795639,-20.931130360198,302.836723,-19.8154692
5.0,1.450558283611,130.0,280.8610721877995,-15.774570365921159,308.12691566399025,-20.909416984140755,303.36545,-19.7834064
5.0,1.450558283611,140.0,281.1826240191669,-15.681135971027475,308.6953182843301,-20.92785103730268,303.871931,-19.7749521
5.0,1.450558283611,150.0,281.55605444564486,-15.627094201454142,309.307990651531,-20.98680559553574,304.343961,-19.7909829
