yaw,r,theta,Fn_BEM,Ft_BEM,Fn_SVEN,Ft_SVEN,Fn_Castor,Ft_Castor
5.0,0.370559501483,10.0,24.79054415845183,6.000586814183455,32.79421626804512,6.840028776405397,28.4580767,6.69477277
5.0,0.370559501483,20.0,24.842664237959287,6.032479536720208,32.928477271506466,6.902033960814741,28.5449127,6.75175325
5.0,0.370559501483,30.0,24.905887423832556,6.084806872560968,33.07764249871951,6.98130336094794,28.6313542,6.82661363
5.0,0.370559501483,40.0,24.980175829773714,6.154927945992994,33.23399338394352,7.075423312426801,28.7140955,6.91726431
5.0,0.370559501483,50.0,25.063130154105725,6.240687679656289,33.39091037686335,7.183227810581708,28.7885342,7.02118556
5.0,0.370559501483,60.0,25.14541788170839,6.342012711221626,33.54302777023224,7.299390958039491,28.8484896,7.1356639
5.0,0.370559501483,70.0,25.229245897711532,6.453496836128974,33.67353235959079,7.421583424543155,28.8883786,7.25784895
5.0,0.370559501483,80.0,25.306197480029795,6.573660064727308,33.791962977859725,7.545931952446959,28.9050754,7.38380978
5.0,0.370559501483,90.0,25.37619863529902,6.697829977010821,33.984873893419554,7.674267690478036,28.9030145,7.50935106
5.0,0.370559501483,100.0,25.440824347118838,6.82194130717699,34.069264660670704,7.793319614770534,28.89286,7.63204778
5.0,0.370559501483,110.0,25.44003867581675,6.928964833925688,34.12805202609052,7.902288239850577,28.8467911,7.74350287
5.0,0.370559501483,120.0,25.42548865296991,7.025409887261442,34.15678490744497,7.999643948887894,28.7338394,7.83220729
